PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,GameInfo,TeamAbbrev 
,,,,,,,,,PG,Shane Larkin (9718789),Shane Larkin,9718789,PG,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,SF/PF,Semi Ojeleye (9718792),Semi Ojeleye,9718792,SF,3000,SA@BOS 10/30/2017 07:30PM ET,BOS,
,,,,,,,,,PF,Matt Costello (9718836),Matt Costello,9718836,PF,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,PG/SG,Derrick White (9718839),Derrick White,9718839,PG,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,PF/C,Joffrey Lauvergne (9718843),Joffrey Lauvergne,9718843,PF,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,SG,Brandon Paul (9718847),Brandon Paul,9718847,SG,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,SF/PF,Davis Bertans (9718850),Davis Bertans,9718850,SF,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,SG/SF,Darrun Hilliard (9718854),Darrun Hilliard,9718854,SG,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,PG/SG,Bryn Forbes (9718859),Bryn Forbes,9718859,PG,3000,SA@BOS 10/30/2017 07:30PM ET,SA,
,,,,,,,,,C,Salah Mejri (9718898),Salah Mejri,9718898,C,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PF,Maxi Kleber (9718900),Maxi Kleber,9718900,PF,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,C,Jeff Withey (9718903),Jeff Withey,9718903,C,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PG/SG,Devin Harris (9718905),Devin Harris,9718905,PG,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PF/C,Josh McRoberts (9718909),Josh McRoberts,9718909,PF,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,SF,Dorian Finney-Smith (9718913),Dorian Finney-Smith,9718913,SF,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PG,Gian Clavell (9718916),Gian Clavell,9718916,PG,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,PF/C,Johnathan Motley (9718919),Johnathan Motley,9718919,PF,3000,DAL@UTA 10/30/2017 09:00PM ET,DAL,
,,,,,,,,,SF,Royce O'Neale (9718964),Royce O'Neale,9718964,SF,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,PG/SG,Dante Exum (9718967),Dante Exum,9718967,PG,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,PG,Raul Neto (9718971),Raul Neto,9718971,PG,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,PF/C,Ekpe Udoh (9718974),Ekpe Udoh,9718974,PF,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,PF/C,Tony Bradley (9718978),Tony Bradley,9718978,PF,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,PG,Nate Wolters (9718982),Nate Wolters,9718982,PG,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,SF/PF,Eric Griffin (9718985),Eric Griffin,9718985,SF,3000,DAL@UTA 10/30/2017 09:00PM ET,UTA,
,,,,,,,,,SG/SF,C.J. Wilcox (9719030),C.J. Wilcox,9719030,SG,3000,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PF/C,Meyers Leonard (9719035),Meyers Leonard,9719035,PF,3000,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PG,Wade Baldwin IV (9719039),Wade Baldwin IV,9719039,PG,3000,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,SF/PF,Jake Layman (9719047),Jake Layman,9719047,SF,3000,TOR@POR 10/30/2017 10:00PM ET,POR,
,,,,,,,,,PG,Lorenzo Brown (9719086),Lorenzo Brown,9719086,PG,3000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PF,Malcolm Miller (9719089),Malcolm Miller,9719089,PF,3000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,SF/PF,OG Anunoby (9719092),OG Anunoby,9719092,SF,3000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,SF,Bruno Caboclo (9719096),Bruno Caboclo,9719096,SF,3000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PG,Fred VanVleet (9719099),Fred VanVleet,9719099,PG,3000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PF,Alfonzo McKinnie (9719102),Alfonzo McKinnie,9719102,PF,3000,TOR@POR 10/30/2017 10:00PM ET,TOR,
,,,,,,,,,PF,Darrell Arthur (9719147),Darrell Arthur,9719147,PF,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,PG,Monte Morris (9719150),Monte Morris,9719150,PG,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,SF/PF,Richard Jefferson (9719153),Richard Jefferson,9719153,SF,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,PF,Tyler Lydon (9719157),Tyler Lydon,9719157,PF,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,PG,Malik Beasley (9719160),Malik Beasley,9719160,PG,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,SF/PF,Trey Lyles (9719163),Trey Lyles,9719163,SF,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,SG/SF,Torrey Craig (9719167),Torrey Craig,9719167,SG,3000,DEN@NY 10/30/2017 07:30PM ET,DEN,
,,,,,,,,,PG/SG,Ron Baker (9719218),Ron Baker,9719218,PG,3000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,SF,Mindaugas Kuzminskas (9719222),Mindaugas Kuzminskas,9719222,SF,3000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,SF/PF,Lance Thomas (9719225),Lance Thomas,9719225,SF,3000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PF,Isaiah Hicks (9719229),Isaiah Hicks,9719229,PF,3000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,SG,Damyean Dotson (9719232),Damyean Dotson,9719232,SG,3000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PF,Luke Kornet (9719235),Luke Kornet,9719235,PF,3000,DEN@NY 10/30/2017 07:30PM ET,NY,
,,,,,,,,,PF/C,Zhou Qi (9719274),Zhou Qi,9719274,PF,3000,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,SG,Troy Williams (9719281),Troy Williams,9719281,SG,3000,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PG,Demetrius Jackson (9719284),Demetrius Jackson,9719284,PG,3000,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PF/C,Chinanu Onuaku (9719287),Chinanu Onuaku,9719287,PF,3000,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PG,Briante Weber (9719291),Briante Weber,9719291,PG,3000,PHI@HOU 10/30/2017 08:00PM ET,HOU,
,,,,,,,,,PG,Jacob Pullen (9719342),Jacob Pullen,9719342,PG,3000,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PG/SF,Nik Stauskas (9719345),Nik Stauskas,9719345,PG,3000,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PF,James Michael McAdoo (9719350),James Michael McAdoo,9719350,PF,3000,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,SF/PF,Justin Anderson (9719353),Justin Anderson,9719353,SF,3000,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,SG/SF,Furkan Korkmaz (9719357),Furkan Korkmaz,9719357,SG,3000,PHI@HOU 10/30/2017 08:00PM ET,PHI,
,,,,,,,,,PF/C,Brandan Wright (9719406),Brandan Wright,9719406,PF,3000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG,Kobi Simmons (9719410),Kobi Simmons,9719410,SG,3000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,PF/C,Deyonta Davis (9719413),Deyonta Davis,9719413,PF,3000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,PG/SG,Wayne Selden Jr. (9719417),Wayne Selden Jr.,9719417,PG,3000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,PF,Vince Hunter (9719421),Vince Hunter,9719421,PF,3000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,PF/C,Ivan Rabb (9719424),Ivan Rabb,9719424,PF,3000,CHA@MEM 10/30/2017 08:00PM ET,MEM,
,,,,,,,,,SG/SF,Dwayne Bacon (9719463),Dwayne Bacon,9719463,SG,3000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,PG,Marcus Paige (9719468),Marcus Paige,9719468,PG,3000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,PF/C,Mangok Mathiang (9719471),Mangok Mathiang,9719471,PF,3000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,SG/SF,Treveon Graham (9719475),Treveon Graham,9719475,SG,3000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,PF/C,Johnny O'Bryant III (9719480),Johnny O'Bryant III,9719480,PF,3000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,PG/SG,Julyan Stone (9719484),Julyan Stone,9719484,PG,3000,CHA@MEM 10/30/2017 08:00PM ET,CHA,
,,,,,,,,,SG/SF,Rodney McGruder (9719523),Rodney McGruder,9719523,SG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,SF/PF,Okaro White (9719528),Okaro White,9719528,SF,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,SG,Matt Williams (9719532),Matt Williams,9719532,SG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,PG,Derrick Walton Jr. (9719535),Derrick Walton Jr.,9719535,PG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,PF/C,Jordan Mickey (9719542),Jordan Mickey,9719542,PF,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,PF/C,Udonis Haslem (9719546),Udonis Haslem,9719546,PF,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,C,A.J. Hammons (9719550),A.J. Hammons,9719550,C,3000,MIN@MIA 10/30/2017 07:30PM ET,MIA,
,,,,,,,,,SG/SF,Anthony Brown (9719584),Anthony Brown,9719584,SG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,PG/SG,Tyus Jones (9719589),Tyus Jones,9719589,PG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,C,Cole Aldrich (9719593),Cole Aldrich,9719593,C,3000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,C,Justin Patton (9719595),Justin Patton,9719595,C,3000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,PG/SG,Aaron Brooks (9719597),Aaron Brooks,9719597,PG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,SG/SF,Marcus Georges-Hunt (9719601),Marcus Georges-Hunt,9719601,SG,3000,MIN@MIA 10/30/2017 07:30PM ET,MIN,
,,,,,,,,,SF/PF,Omri Casspi (9719639),Omri Casspi,9719639,SF,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PG,Quinn Cook (9719643),Quinn Cook,9719643,PG,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PF/C,Jordan Bell (9719646),Jordan Bell,9719646,PF,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,SG/SF,Patrick McCaw (9719650),Patrick McCaw,9719650,SG,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,C,JaVale McGee (9719655),JaVale McGee,9719655,C,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PF,Chris Boucher (9719657),Chris Boucher,9719657,PF,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,C,Damian Jones (9719660),Damian Jones,9719660,C,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,SF/PF,Kevon Looney (9719662),Kevon Looney,9719662,SF,3000,GS@LAC 10/30/2017 10:30PM ET,GS,
,,,,,,,,,PF/C,Montrezl Harrell (9719695),Montrezl Harrell,9719695,PF,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,SF/PF,Sam Dekker (9719699),Sam Dekker,9719699,SF,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,SG,Sindarius Thornwell (9719703),Sindarius Thornwell,9719703,SG,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,PG,Jawun Evans (9719706),Jawun Evans,9719706,PG,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,SG,C.J. Williams (9719709),C.J. Williams,9719709,SG,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,PF/C,Brice Johnson (9719712),Brice Johnson,9719712,PF,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,SF/PF,Jamil Wilson (9719716),Jamil Wilson,9719716,SF,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,C,Willie Reed (9719720),Willie Reed,9719720,C,3000,GS@LAC 10/30/2017 10:30PM ET,LAC,
,,,,,,,,,SG/SF,Tony Allen (9719756),Tony Allen,9719756,SG,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,C,Omer Asik (9719761),Omer Asik,9719761,C,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SG,Charles Cooke (9719763),Charles Cooke,9719763,SG,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,PG,Frank Jackson (9719766),Frank Jackson,9719766,PG,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SF/PF,Solomon Hill (9719769),Solomon Hill,9719769,SF,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SF,Darius Miller (9719773),Darius Miller,9719773,SF,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SF,Jalen Jones (9719776),Jalen Jones,9719776,SF,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,C,Alexis Ajinca (9719779),Alexis Ajinca,9719779,C,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SF/PF,Josh Smith (9719781),Josh Smith,9719781,SF,3000,ORL@NO 10/30/2017 08:00PM ET,NO,
,,,,,,,,,SG,Mario Hezonja (9719824),Mario Hezonja,9719824,SG,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,PF/C,Marreese Speights (9719827),Marreese Speights,9719827,PF,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,PF,Khem Birch (9719831),Khem Birch,9719831,PF,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,SG/SF,Wes Iwundu (9719834),Wes Iwundu,9719834,SG,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,SG/SF,Arron Afflalo (9719839),Arron Afflalo,9719839,SG,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,PF,Adreian Payne (9719844),Adreian Payne,9719844,PF,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
,,,,,,,,,SG/SF,Jamel Artis (9719847),Jamel Artis,9719847,SG,3000,ORL@NO 10/30/2017 08:00PM ET,ORL,
